시군구,읍면동,자격,연령구간(5세단위),수급권자수
중구,운서동,기초주거급여,35세~39세,22
중구,운서동,기초주거급여,40세~44세,31
중구,운서동,기초주거급여,45세~49세,43
중구,운서동,기초주거급여,50세~54세,29
중구,운서동,기초주거급여,55세~59세,25
중구,운서동,기초주거급여,60세~64세,11
중구,운서동,기초주거급여,65세~69세,24
중구,운서동,기초주거급여,70세~74세,23
중구,운서동,기초주거급여,75세~79세,37
중구,운서동,기초주거급여,80세~84세,40
중구,운서동,기초주거급여,85세~89세,22
중구,운서동,기초주거급여,90세~94세,6
중구,운서동,기초교육급여,5세~9세,3
중구,운서동,기초교육급여,10세~14세,8
중구,운서동,기초교육급여,15세~19세,6
중구,용유동,기초생계급여,0세~4세,1
중구,용유동,기초생계급여,5세~9세,1
중구,용유동,기초생계급여,10세~14세,2
중구,용유동,기초생계급여,15세~19세,3
중구,용유동,기초생계급여,20세~24세,4
중구,용유동,기초생계급여,25세~29세,1
중구,용유동,기초생계급여,35세~39세,1
중구,용유동,기초생계급여,40세~44세,5
중구,용유동,기초생계급여,45세~49세,4
중구,용유동,기초생계급여,50세~54세,7
중구,용유동,기초생계급여,55세~59세,8
중구,용유동,기초생계급여,60세~64세,27
중구,용유동,기초생계급여,65세~69세,44
중구,용유동,기초생계급여,70세~74세,21
중구,용유동,기초생계급여,75세~79세,19
중구,용유동,기초생계급여,80세~84세,15
중구,용유동,기초생계급여,85세~89세,8
중구,용유동,기초생계급여,90세~94세,6
중구,용유동,기초생계급여,95세~99세,1
중구,용유동,기초의료급여,60세~64세,2
중구,용유동,기초의료급여,65세~69세,4
중구,용유동,기초의료급여,70세~74세,2
중구,용유동,기초의료급여,75세~79세,1
중구,용유동,기초의료급여,80세~84세,1
중구,용유동,기초의료급여,85세~89세,2
중구,용유동,기초주거급여,10세~14세,1
중구,용유동,기초주거급여,15세~19세,1
중구,용유동,기초주거급여,40세~44세,3
중구,용유동,기초주거급여,45세~49세,2
중구,용유동,기초주거급여,50세~54세,1
중구,용유동,기초주거급여,60세~64세,3
중구,용유동,기초주거급여,65세~69세,6
중구,용유동,기초주거급여,70세~74세,5
중구,용유동,기초주거급여,75세~79세,10
중구,용유동,기초주거급여,80세~84세,4
중구,용유동,기초주거급여,85세~89세,5
중구,용유동,기초주거급여,90세~94세,2
중구,용유동,기초주거급여,95세~99세,1
중구,용유동,기초교육급여,5세~9세,1
중구,용유동,기초교육급여,15세~19세,4
동구,동구,기초생계급여,0세~4세,2
동구,동구,기초생계급여,5세~9세,4
동구,동구,기초생계급여,10세~14세,2
동구,동구,기초생계급여,15세~19세,6
동구,동구,기초생계급여,65세~69세,1
동구,동구,기초생계급여,75세~79세,2
동구,동구,기초생계급여,80세~84세,2
동구,동구,기초생계급여,85세~89세,6
동구,동구,기초생계급여,90세~94세,6
동구,동구,기초생계급여,95세~99세,2
동구,동구,기초의료급여,10세~14세,5
동구,동구,기초의료급여,15세~19세,4
동구,동구,기초의료급여,70세~74세,2
동구,동구,기초의료급여,75세~79세,2
동구,동구,기초의료급여,80세~84세,1
동구,동구,기초의료급여,85세~89세,3
동구,동구,기초의료급여,95세~99세,1
동구,동구,기초의료급여,100세이상,1
동구,만석동,기초생계급여,5세~9세,1
동구,만석동,기초생계급여,10세~14세,1
동구,만석동,기초생계급여,15세~19세,10
동구,만석동,기초생계급여,20세~24세,6
동구,만석동,기초생계급여,25세~29세,4
동구,만석동,기초생계급여,30세~34세,1
동구,만석동,기초생계급여,35세~39세,6
동구,만석동,기초생계급여,40세~44세,11
동구,만석동,기초생계급여,45세~49세,9
동구,만석동,기초생계급여,50세~54세,21
동구,만석동,기초생계급여,55세~59세,34
동구,만석동,기초생계급여,60세~64세,52
동구,만석동,기초생계급여,65세~69세,58
동구,만석동,기초생계급여,70세~74세,36
동구,만석동,기초생계급여,75세~79세,50
동구,만석동,기초생계급여,80세~84세,42
동구,만석동,기초생계급여,85세~89세,22
동구,만석동,기초생계급여,90세~94세,15
동구,만석동,기초생계급여,95세~99세,2
동구,만석동,기초의료급여,15세~19세,1
동구,만석동,기초의료급여,20세~24세,1
동구,만석동,기초의료급여,35세~39세,1
동구,만석동,기초의료급여,45세~49세,2
동구,만석동,기초의료급여,50세~54세,3
동구,만석동,기초의료급여,55세~59세,5
동구,만석동,기초의료급여,60세~64세,5
동구,만석동,기초의료급여,65세~69세,8
동구,만석동,기초의료급여,70세~74세,1
동구,만석동,기초의료급여,75세~79세,3
동구,만석동,기초의료급여,80세~84세,5
동구,만석동,기초의료급여,85세~89세,1
동구,만석동,기초의료급여,95세~99세,1
동구,만석동,기초주거급여,0세~4세,1
동구,만석동,기초주거급여,5세~9세,6
동구,만석동,기초주거급여,10세~14세,1
동구,만석동,기초주거급여,15세~19세,3
동구,만석동,기초주거급여,20세~24세,4
동구,만석동,기초주거급여,25세~29세,1
동구,만석동,기초주거급여,30세~34세,4
동구,만석동,기초주거급여,35세~39세,1
동구,만석동,기초주거급여,40세~44세,1
동구,만석동,기초주거급여,45세~49세,3
동구,만석동,기초주거급여,50세~54세,6
동구,만석동,기초주거급여,55세~59세,6
동구,만석동,기초주거급여,60세~64세,5
동구,만석동,기초주거급여,65세~69세,11
동구,만석동,기초주거급여,70세~74세,9
동구,만석동,기초주거급여,75세~79세,13
동구,만석동,기초주거급여,80세~84세,8
동구,만석동,기초주거급여,85세~89세,5
동구,만석동,기초주거급여,90세~94세,4
동구,만석동,기초교육급여,5세~9세,1
동구,만석동,기초교육급여,10세~14세,9
동구,만석동,기초교육급여,15세~19세,9
동구,화수1·화평동,기초생계급여,0세~4세,3
동구,화수1·화평동,기초생계급여,5세~9세,9
동구,화수1·화평동,기초생계급여,10세~14세,11
동구,화수1·화평동,기초생계급여,15세~19세,17
동구,화수1·화평동,기초생계급여,20세~24세,10
동구,화수1·화평동,기초생계급여,25세~29세,8
동구,화수1·화평동,기초생계급여,30세~34세,2
동구,화수1·화평동,기초생계급여,35세~39세,8
동구,화수1·화평동,기초생계급여,40세~44세,15
동구,화수1·화평동,기초생계급여,45세~49세,17
동구,화수1·화평동,기초생계급여,50세~54세,36
동구,화수1·화평동,기초생계급여,55세~59세,37
동구,화수1·화평동,기초생계급여,60세~64세,54
동구,화수1·화평동,기초생계급여,65세~69세,68
동구,화수1·화평동,기초생계급여,70세~74세,46
동구,화수1·화평동,기초생계급여,75세~79세,52
동구,화수1·화평동,기초생계급여,80세~84세,48
동구,화수1·화평동,기초생계급여,85세~89세,21
동구,화수1·화평동,기초생계급여,90세~94세,16
동구,화수1·화평동,기초생계급여,95세~99세,6
동구,화수1·화평동,기초의료급여,5세~9세,1
동구,화수1·화평동,기초의료급여,10세~14세,2
동구,화수1·화평동,기초의료급여,20세~24세,3
동구,화수1·화평동,기초의료급여,25세~29세,1
동구,화수1·화평동,기초의료급여,40세~44세,1
동구,화수1·화평동,기초의료급여,45세~49세,1
동구,화수1·화평동,기초의료급여,50세~54세,3
동구,화수1·화평동,기초의료급여,55세~59세,2
동구,화수1·화평동,기초의료급여,60세~64세,4
동구,화수1·화평동,기초의료급여,65세~69세,3
동구,화수1·화평동,기초의료급여,70세~74세,6
동구,화수1·화평동,기초의료급여,75세~79세,4
동구,화수1·화평동,기초의료급여,80세~84세,3
동구,화수1·화평동,기초주거급여,5세~9세,7
동구,화수1·화평동,기초주거급여,10세~14세,13
동구,화수1·화평동,기초주거급여,15세~19세,4
동구,화수1·화평동,기초주거급여,20세~24세,1
동구,화수1·화평동,기초주거급여,25세~29세,2
동구,화수1·화평동,기초주거급여,30세~34세,2
동구,화수1·화평동,기초주거급여,35세~39세,7
동구,화수1·화평동,기초주거급여,40세~44세,6
동구,화수1·화평동,기초주거급여,45세~49세,9
동구,화수1·화평동,기초주거급여,50세~54세,3
동구,화수1·화평동,기초주거급여,55세~59세,5
동구,화수1·화평동,기초주거급여,60세~64세,10
동구,화수1·화평동,기초주거급여,65세~69세,10
동구,화수1·화평동,기초주거급여,70세~74세,10
동구,화수1·화평동,기초주거급여,75세~79세,16
동구,화수1·화평동,기초주거급여,80세~84세,12
동구,화수1·화평동,기초주거급여,85세~89세,11
동구,화수1·화평동,기초주거급여,90세~94세,6
동구,화수1·화평동,기초교육급여,5세~9세,1
동구,화수1·화평동,기초교육급여,10세~14세,3
동구,화수1·화평동,기초교육급여,15세~19세,7
동구,화수2동,기초생계급여,0세~4세,3
동구,화수2동,기초생계급여,5세~9세,10
동구,화수2동,기초생계급여,10세~14세,14
동구,화수2동,기초생계급여,15세~19세,9
동구,화수2동,기초생계급여,20세~24세,8
동구,화수2동,기초생계급여,25세~29세,5
동구,화수2동,기초생계급여,30세~34세,5
동구,화수2동,기초생계급여,35세~39세,8
동구,화수2동,기초생계급여,40세~44세,14
동구,화수2동,기초생계급여,45세~49세,17
동구,화수2동,기초생계급여,50세~54세,25
동구,화수2동,기초생계급여,55세~59세,29
동구,화수2동,기초생계급여,60세~64세,51
동구,화수2동,기초생계급여,65세~69세,66
동구,화수2동,기초생계급여,70세~74세,55
동구,화수2동,기초생계급여,75세~79세,52
동구,화수2동,기초생계급여,80세~84세,45
동구,화수2동,기초생계급여,85세~89세,38
동구,화수2동,기초생계급여,90세~94세,12
동구,화수2동,기초생계급여,95세~99세,1
동구,화수2동,기초생계급여,100세이상,2
동구,화수2동,기초의료급여,15세~19세,2
동구,화수2동,기초의료급여,20세~24세,4
동구,화수2동,기초의료급여,25세~29세,1
동구,화수2동,기초의료급여,30세~34세,2
동구,화수2동,기초의료급여,45세~49세,1
동구,화수2동,기초의료급여,50세~54세,5
동구,화수2동,기초의료급여,55세~59세,6
동구,화수2동,기초의료급여,60세~64세,7
동구,화수2동,기초의료급여,65세~69세,3
동구,화수2동,기초의료급여,70세~74세,4
동구,화수2동,기초의료급여,75세~79세,4
동구,화수2동,기초의료급여,80세~84세,4
동구,화수2동,기초의료급여,85세~89세,1
동구,화수2동,기초주거급여,0세~4세,1
동구,화수2동,기초주거급여,10세~14세,13
동구,화수2동,기초주거급여,15세~19세,7
동구,화수2동,기초주거급여,20세~24세,3
동구,화수2동,기초주거급여,25세~29세,3
동구,화수2동,기초주거급여,30세~34세,1
동구,화수2동,기초주거급여,35세~39세,2
동구,화수2동,기초주거급여,40세~44세,7
동구,화수2동,기초주거급여,45세~49세,11
동구,화수2동,기초주거급여,50세~54세,4
동구,화수2동,기초주거급여,55세~59세,8
동구,화수2동,기초주거급여,60세~64세,10
동구,화수2동,기초주거급여,65세~69세,14
동구,화수2동,기초주거급여,70세~74세,9
동구,화수2동,기초주거급여,75세~79세,21
동구,화수2동,기초주거급여,80세~84세,23
동구,화수2동,기초주거급여,85세~89세,8
동구,화수2동,기초주거급여,90세~94세,2
동구,화수2동,기초주거급여,95세~99세,2
동구,화수2동,기초교육급여,10세~14세,3
동구,화수2동,기초교육급여,15세~19세,6
동구,송현1·2동,기초생계급여,5세~9세,1
동구,송현1·2동,기초생계급여,10세~14세,7
동구,송현1·2동,기초생계급여,15세~19세,3
